Source Row,Position Name,Facility,Department,Work Category,Specialty,Job Name,Source HR Department,Source Unit,Source Sub Unit,Source Staff Category,Source Work Speciality,Review Required,Review Reason,Work Category Confidence
7444,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7445,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7446,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7447,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7448,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7449,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7450,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7451,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7452,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7453,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Assistant Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Assistant Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7454,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A-Assistant Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2A,Nursing,General Surgery,Assistant Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2A,Nursing,,No,,High
7455,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Charge Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Charge Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7456,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Senior Staff Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Senior Staff Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7457,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7458,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Assistant Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Assistant Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7459,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7460,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7461,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7462,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Assistant Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Assistant Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7463,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7464,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7465,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7466,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7467,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Assistant Nurse-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Assistant Nurse,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7468,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7469,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7470,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7471,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7472,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7473,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7474,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7475,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7476,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7477,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7478,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7479,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7480,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,JAETC L2B,Nursing,General Surgery,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Inpatient - Medical Surgical Unit,JAETC - Nursing - Inpatient - Medical Surgical - JAETC L2B,Nursing,,No,,High
7481,JAETC - Nursing - Nursing Admin - Management Unit-Nurse Supervisor-001,Jebel Ali Emergency & Trauma Center,Management,Nursing,,Nurse Supervisor,JAETC - Nursing Department,JAETC - Nursing - Nursing Admin - Management Unit,,Nursing,,No,,High
7482,JAETC - Nursing - Nursing Admin - Management Unit-Nurse Supervisor-001,Jebel Ali Emergency & Trauma Center,Management,Nursing,,Nurse Supervisor,JAETC - Nursing Department,JAETC - Nursing - Nursing Admin - Management Unit,,Nursing,,No,,High
7483,JAETC - Nursing - Nursing Admin - Management Unit-Asst. Nursing Director (N)-001,Jebel Ali Emergency & Trauma Center,Management,Nursing,,Asst. Nursing Director (N),JAETC - Nursing Department,JAETC - Nursing - Nursing Admin - Management Unit,,Nursing,,No,,High
7484,JAETC - Nursing - Nursing Specialty - Infection Control Unit-Staff Nurse 2-001,Jebel Ali Emergency & Trauma Center,Infection Control,Nursing,Infectious Diseases,Staff Nurse 2,JAETC - Nursing Department,JAETC - Nursing - Nursing Specialty - Infection Control Unit,,Nursing,,No,,High
7485,PHC - Al Bada'a HC - Nursing - Ambulatory - Home Care Unit-Staff Nurse 3-001,Al Badaa Health Center,Home Care,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - Home Care Unit,,Nursing,,No,,High
7486,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7487,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7488,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Senior Staff Nurse-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Senior Staff Nurse,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7489,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7490,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7491,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7492,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7493,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7494,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7495,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7496,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7497,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7498,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7499,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7500,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7501,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7502,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7503,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit-Staff Nurse (N)-001,Al Badaa Health Center,OPD,Nursing,Family Medicine,Staff Nurse (N),PHC - Al Bada'a HC - Nursing Department,PHC - Al Bada'a HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7504,PHC - Al Barsha HC - Nursing - Ambulatory - Home Care Unit-Staff Nurse 3-001,Al Barsha Health Center,Home Care,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - Home Care Unit,,Nursing,,No,,High
7505,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7506,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Senior Staff Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Senior Staff Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7507,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7508,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7509,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 3-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 3,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7510,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7511,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7512,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7513,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7514,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7515,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7516,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7517,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7518,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7519,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Assistant Nurse-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Assistant Nurse,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7520,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7521,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7522,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7523,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7524,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7525,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7526,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7527,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7528,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
7529,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit-Staff Nurse 2-001,Al Barsha Health Center,OPD,Nursing,Family Medicine,Staff Nurse 2,PHC - Al Barsha HC - Nursing Department,PHC - Al Barsha HC - Nursing - Ambulatory - OPD Unit,,Nursing,,No,,High
